nom_adjudicatari,nif,tipus_contractes,objecte,procediment,import_adjudicacio_net_sense_iva,import_adjudicacio_iva,nombre_contractes
CREMADES & CALVO-SOTELO ABOGAD,B91595959,Serveis,protecció dels drets intel·lectuals i industrials,Menor,11900.0,14399.0,1
CREPROJECTS SOLUCIONES Y PROYE,B16968042,Obres,Obres banys planta baixa biblioteca Jaume Fuster,Menor,39437.22,47719.04,1
CRESPIERA SIMO DIAGONAL ARQUIT,B64482565,Serveis,Dir. d'obra recuperació lletres pl. Dones del 36,Menor,800.0,968.0,1
CRIELEC INSTAL·LACIONS SL,B60908126,Serveis,Servei de reparacions i revisions equips i inst.,Menor A Genèrica,1260.0,1524.6,1
CRÍTIC SCCL,F66334806,Privat d'Administració Pública,ENCÀRREC D'OBRA DEL LLIBRE HISTÒRIES DE LA MODEL,Negociat sense publicitat,22950.0,27769.5,1
"CROBISER OBRES I SERVEIS,S.L.",B65634040,Obres,CONNEXIO CLAVEGUERAM NOVA CONSTRUCCIO AMB EXISTENT,Menor,6509.94,7877.03,1
CROMA STUDIO DESIGN SL,B67249946,Serveis,Organització i producció del Fòrum Infància 2030,Menor,14650.0,17726.5,1
CROQUIS DISSENYS MUNT.REALITZA,A08757957,Serveis,Producció gràfica Expo 150 Revolta de les Quintes,Menor,3736.0,4520.56,1
CRUZ ROJA ESPAÑOLA,Q2866001G,Serveis,FORMACIÓ SVB+DESFIBRIL·LADOR (DEA),Menor,450.0,450.0,1
CSI CENTRAL DE SUM. E INSTALAC,B60643715,Serveis,Reparacions (mant. correctiu) equips i eines SPEIS,Menor A Genèrica,80.0,96.8,1
CUALTIS S.L,B84527977,Serveis,Avaluació de riscos de l'exposició al soroll SPEIS,Menor,1404.15,1699.02,1
CUATRECASAS GONÇALVES PEREIRA,B59942110,Serveis,Assessorament jurídic i defensa Corporació,Menor,13900.0,16819.0,1
CUBIT TECNOLOGIA E INFRAESTRUC,B83646067,Serveis,Estudi de inundabilitat del torrent de Tapioles,Menor,4990.0,6037.9,1
CUCHARA ASS. D'EMANCIPACIÓ ALI,G67402099,Serveis,"La Sedeta, organització d'actes i activitats",Menor A Genèrica,220.0,266.2,1
"CUCHILLAS MECANICAS MASSONS, S",B08186314,Serveis,Manteniment i reparació altres béns singulars,Menor A Genèrica,290.0,350.90000000000003,3
CULTURA DEL BE COMU SCCL,F67173138,Serveis,"Cultura, organització d'actes i activitats",Menor A Genèrica,600.0,726.0,1
CURCUMA SCCL ACCIO DIVERSITAT,F67128397,Serveis,Formació prevenció violències masclistes,Menor,780.0,780.0,1
"CUREBUSINESS, S.L.",B67296400,Serveis,disseny i dinamització accions telemàtiques,Menor,4000.0,4840.0,1
CUSHMAN & WAKEFIELD SPAIN LTD.,W0061691B,Serveis,Assessorament redacció plecs concessió Torre Melin,Menor,4970.0,6013.7,1
CYRESPA ARQUITECTONICO SL,B12325510,Obres,Obres de restauració façana seu Districte Gràcia,Obert simplificat,81737.46,98902.33,1
"D.L.STARBAIX, SL",B64858400,Serveis,Servei de reparació per error combustible vehicle,Menor,1164.29,1408.79,1
DACARQUITECTURA REHABILITACIO,B64205545,Serveis,Direcció d'obra millora planta 3 Torrent de l'Olla,Menor,5450.0,6594.5,1
DAIKIN AC SPAIN SA,A82527458,Subministraments,Substitució panell control climatització Canòdrom,Menor,4912.0,5943.52,1
D'ALEPH INICIATIVA Y ORGANIZAC,A63141170,Serveis,Suport presentació projecte convocatòria Patrimoni,Menor,4300.0,5203.0,1
DATA ARQUITECTURA I ENGINYERIA,B64454770,Serveis,RED AVANTPROJ REORDENACIÓ ALA OEST SEU DTE 9B,Menor,14950.0,18089.5,1
DATAKUSTIK GmbH,129322703,Serveis,Manteniment i Reparació d'equips,Menor A Genèrica,2408.0,2913.6800000000003,2
DATAMARS IBERICA S.L.U.,B02164317,Subministraments,Petit Mant i reparacions CAACB i colonies 2021,Menor A Genèrica,403.0,487.63,1
"DBA MANAGEMENT CULTURAL, SL",B64915903,Serveis,"Esports i salut, organització d'actes i activitats",Menor A Genèrica,400.0,484.0,1
DDLAB INNOVACIÓN GESTIÓN Y DES,B64085954,Serveis,ACTES PUNTUALS,Menor A Genèrica,793.44,960.06,1
DECIMO X ARTE SL,B88283767,Serveis,ACTIVITATS PUNTUALS EN L'ÀMBIT EDUCATIU,Menor A Genèrica,400.0,484.0,1
DECLINAM SL,B65874059,Obres,MILLORA ENLLUMENAT PISTA ESPORTIVA GUAYAQUIL 44,Menor,38408.89,46474.76,1
"DECORESPORT,S.A.",A08813743,Subministraments,Xarxa Pista Sant Rafael,Menor,4070.0,4924.7,1
DEEP ECOSYSTEMS 500 UG,337754921,Serveis,monitorització ecosistema startup de Barcelona,Menor,14500.0,17545.0,1
DEKRA INDUSTRIAL SA,A08507915,Serveis,Redacció auditoria energètica Bib. Fuster i Musons,Menor,12880.0,15584.8,1
"DELGADO GINER SEGURETAT, S.L.",B65794174,Subministraments,Arranjament i millores PCI Edifici Pi i Sunyer,Menor,11321.02,13698.43,1
DELGADO PRODUCCIO OFFSET SL,B66745357,Serveis,Elaboració vinils i bosses ass. comerç Trinitat V.,Menor,1818.04,2199.83,1
"DELOITTE CONSULTING, SLU",B81690471,Serveis,Actualització dades Nova Agenda Econòmica 2030,Menor,13635.0,16498.35,1
"DELTA ENSYCON, SOCIEDAD LIMITA",B67218313,Serveis,Revisió projecte i D.O. LED a U.T. Guàrdia Urbana,Menor,2100.0,2541.0,1
"DELTAPUNT 3000, S.A.",A61110359,Obres,"Enderroc, esbrossada i neteja solar c/Gomis, 106",Menor,37741.15,45666.79,1
DELVY ASESORES SL,B65873473,Serveis,Despeses menor quantia actes puntuals Consum,Menor A Genèrica,2000.0,2420.0,1
DESARROLLO ORGANIZACION Y MOVI,A61722740,Serveis,Actualització de l’EAMG per la MpMGM la Clota,Menor,2446.0,2959.66,1
DESARROLLO RESILIENCIA Y SOSTE,B88259346,Serveis,Renovació i mant. programari GIS TRASNSCAD,Negociat sense publicitat,5077.43,6143.69,1
DESARROLLOS EMPRESARIALES NEBR,B65141855,Subministraments,Adquisició de mobiliari i equip. aux. no homologat,Menor A Genèrica,1492.68,1806.14,1
DESENVOLUPAMENTS AMBIENTALS RE,B17662446,Obres,Arranjament vials AV. Meridiana,Menor,39941.42,48329.12,1
"DESHO, SA INSTALACIONES INDUST",A08927832,Obres,Climatització Casa Entremesos 2a planta,Menor,34512.22,41759.79,1
DESPRES DEL SUICIDI-AS SUPERVI,G65836462,Serveis,Realitzar activitats (postvenció) d’intervenció,Menor,14000.0,14000.0,1
DETERCO S.L.,B58073735,Serveis,"Inspecció i auditories cuines SPEIS,bugaderia U.M.",Menor,5350.0,6473.5,1
DEXTROMEDICA SL,B46149555,Subministraments,Subm utillatge i mat sanitari ambulàncies SPEIS,Menor A Genèrica,111.2,134.55,1
DEXTRON INGENIERÍA TELECOMUNIC,A08685273,Serveis,Reparacions de vehicles GUB de propietat,Menor A Genèrica,381.8,461.98,1
DIARIO ABC SL,B82824194,Privat d'Administració Pública,Subscripcions ABC 2021,Menor,3785.76,3937.19,1
DICOTEI SL,B63631519,Serveis,Despeses d'actes puntuals de la Gerència Municipal,Menor A Genèrica,283.0,342.43,1
"DIELSE, S.L.",B78224268,Serveis,Introducció degradacions Sotavia,Menor,14602.5,17669.03,1
"DIFUSOR, ASSOCIACIÓ CULTURAL",G64363633,Serveis,ACTIVITATS PUNTUALS A NOU BARRIS,Menor A Genèrica,2450.0,2964.5,1
DIGITAL INNSTINCT SL,B67504670,Serveis,Infraestructura catalogació continguts,Menor,13600.0,16456.0,1
"DIGITAL SCREEN, S.L.",B60673084,Serveis,DESPESES DE MENOR QUANTIA PER A ACTES PUNTUALS,Menor A Genèrica,103.75,125.54,1
DIGRUP SCP,J67479071,Serveis,   MANTENIMENT  SERVEIS WEB,Menor,14900.0,18029.0,1
DILART APLICACIONS DE SENYALIT,B61794871,Subministraments,Subministrament senyalitzacions Camí Sant Jaume,Menor,7171.74,8677.81,1
DILOGRAF SL,B60467610,Serveis,Impremta gràfica de dues publicacions,Menor,5495.06,5714.86,1
DIMOBA SERVICIOS S.L.,B04307120,Serveis,Campanya Obrim els carrers,Obert simplificat abreujat,59915.52,72497.78,1
DINSER SERVICIOS INFORMATICOS,B63126064,Serveis,Contractació del Servei de Digitalització,Obert simplificat abreujat,27016.32,32689.75,1
DIOMCOOP SCCL,F66976135,Serveis,"Dones, organització d'actes i activitats",Menor A Genèrica,112.0,135.52,1
"DIOTRONIC,S.A.",A08338188,Serveis,Reparació d'equips electrònics,Menor A Genèrica,63.510000000000005,76.84,2
DIPUTACIO DE BARCELONA,P0800000B,Serveis,Despeses extres no recurrents Eleccions 2021,Menor A Genèrica,426.15,515.64,2
DISEÑO Y DESARROLLO PROD.INFOR,B62195219,Serveis,ACCESSIBILITAT ÒRGANS PARTICIPACIÓS,Menor,12000.0,14520.0,1
"DISET CONTROL DE PLAGAS, S.L.",B67223552,Serveis,INSTAL·LACIÓ DE SISTEMES ANTICOLOMS PL. ISLANDIA,Menor,3570.0,4319.7,1
DISSENY TEA 3 SL,B61278982,Obres,Col·locació de paviment de PVC poliesp 3 Xemeneies,Menor,38779.29,46922.94,1
"DISTRIBUCIONES O¤ATE, S.L.",B08919557,Subministraments,Subministrament caramels Nadal i Tres Tombs,Menor,9870.0,10857.0,1
DISTRIBUIDORA DE MERCAT SOCIAL,F65941239,Subministraments,ADQUISICIÓ MATERIAL FUNGIBLE DIVERS 2021,Menor A Genèrica,52.04,62.97,1
DISTRIBUIDORES AUTOM.DEBEBIDAS,A59408492,Serveis,Atencions protocol.làries,Menor A Genèrica,621.64,689.4,1
DISTRICTE 6 ARQUITECTES S.L.P.,B64079304,Serveis,Estudi paraments edificis protegits del S.XIX,Menor,5850.0,7078.5,1
DISTRIVET SL,B59944025,Subministraments,medicaments i zoosanitaris pel CAACB,Menor A Genèrica,14181.980000000001,15880.380000000001,13
DITEC COMUNICACIONES SL.,B61130019,Subministraments,Compra equipament No homologat,Menor A Genèrica,2819.68,3411.81,2
"DIVERSPORT SPORT MANAGEMENT, S",B17711474,Serveis,ACTIVITATS PUNTUALS ALS CENTRES CÍVICS NB,Menor A Genèrica,1886.95,2075.65,1
"DIVISEGUR CATALUNYA, S.L.",B64461916,Serveis,Condicionament furgoneta pels submarinistesSPCPEIS,Menor,14980.0,18125.8,1
DIYITE (DIGNITAT),G63412548,Serveis,Exposició i cinefòrum Jornades sensibilització,Menor,1645.0,1645.0,1
DOBLE VIA (SERVEIS SOCIOEDUCAT,F62011812,Serveis,Facilitar l'accés a l'esplai Matinada,Menor,204.0,204.0,1
DOICA GESTIÓN SL,B64659758,Obres,CORRECIO DE DEFECTES GREUS DE BT EN 3 EQUIPAMENTS,Menor,12750.0,15427.5,1
"DOMMIA DESIGN STUDIO, S.L.",B66445081,Serveis,Despeses actes puntuals de promoció econòmica,Menor A Genèrica,640.0,774.4,1
DOMOSTIL S.L.,B58770975,Subministraments,Compra material tècnic Direcció de Protocol,Menor A Genèrica,84.45,102.18,1
DONA CANÇO,G66133497,Serveis,ACTIVITATS DE NADAL,Menor A Genèrica,1500.0,1500.0,1
DONES EN XARXA,G43884444,Serveis,Assessorament en igualtat de gènere,Menor,13500.0,16335.0,1
DONOSTISOUND S.L.,B75029272,Subministraments,INSTRUMENTS MUSICALS ORQUESTRA VOZES,Menor,6389.13,7730.85,1
DOSGEUVEARQUITECTURA SLP,B63676738,Serveis,M - Redacció projecte a l'AAVV Montbau,Menor,8078.15,9774.56,1
DOT MANAGEMENT CONSULTANTS SL,B66046707,Serveis,Anàlisi i proposta actuació organització DIAC,Obert,31250.0,37812.5,1
"DOUBLET IBERICA, S.A.",A58890682,Subministraments,Adquisició de mobiliari per al C.C. Fort Pienc,Menor,3442.0,4164.82,1
"DOX STYLE , SL",B64043714,Subministraments,Adquisició de material fungible,Menor A Genèrica,410.05,424.97999999999996,5
"DRAGER SAFETY HISPANIA, SA",A83140012,Serveis,Reparacions (mant. correctiu) equips i eines SPEIS,Menor A Genèrica,3884.95,4700.8,7
DRIBIA DATA RESEARCH SL,B66966763,Serveis,Suport OMD creació informes estat espai públic,Menor,14625.0,17696.25,1
"DRIM MEDIO AMBIENTE,S.L.",B62314547,Obres,Reparacions puntuals formigó als barris muntanya,Menor,25878.18,31312.6,1
"DROPEL XXI,S.L",B62395058,Serveis,DISTRIBUCIÓ CARTELLERIA CAMPANYES EXTRAORDINARIES,Menor,4999.99,6049.99,1
"DRUCK-CHEMIE EIBERICA, S.L.",B63201461,Subministraments,Material tècnic no homologat,Menor A Genèrica,336.0,406.56,1
"DSOLITAV CONTRACT, S.L.",B66054560,Serveis,Muntatge Audiovisual Disseny Hub Barcelona reAct,Menor,14000.0,16940.0,1
DUATIS ARQUITECTES SLP,B55025936,Serveis,Taxacio Sala Muntaner,Menor,2400.0,2904.0,1
"DUERTO, S.L.",B60298304,Subministraments,Subm. equips i eines assistències i rescats SPEIS,Menor A Genèrica,348.0,421.08,1
"DUNA EDUCACIO,MOBILITAT I SOST",B62838172,Serveis,Creació espai de referència persones grans COVID19,Menor,14985.63,18132.61,1
DUOCAN EDUCACIO CANINA SCP,J67296228,Serveis,allotjaments urgents animals 2021,Menor A Genèrica,26.06,31.53,1
DUPLICAT SERVEIS INFORMATICS S,B61306502,Serveis,Atenció protocolària,Menor A Genèrica,673.0,814.33,1
DURAN-SINDREU ASESORES LEGALES,B62340716,Serveis,Assessorament contractual i societari,Menor,14800.0,17908.0,1
DXC TECHNOLOGY SPAIN S.A.U.,A59425546,Serveis,sancions greus covid via llei salut publica,Menor,14546.89,17601.74,1
E1DOS DINAMITZACIÓ SOCIAL SL,B63947238,Serveis,Proces participatiu - Reglament de participació,Basat en Acord Marc,3985.59,4822.56,1
E3 SOLINTEG S.L.,B65281131,Serveis,ASSISTÈNCIA TÈCNICA DESMUNTATGE ENLLUMENAT NADAL,Menor,14856.0,17975.76,1
E3G INGENIERIA Y ENERGIA SL,B25417163,Serveis,PROJ. I D.O. MILLORA PARCIAL CLIMA SEU DISTRICTE,Menor,5550.0,6715.5,1
"EACOM ENGINYERS I ARQUITECTES,",A60997665,Serveis,Centralització 15 cruïlles,Menor,11750.0,14217.5,1
"EBANISTERIA G.H.G., S.L.",B60470168,Obres,G - Restauració fusteries al CC Guinardó,Menor,38708.8,46837.65,1
EBRE DIGITAL SL,B55606925,Serveis,DESPESES PER ACTES PUNTUALS,Menor A Genèrica,2586.15,3129.24,1
ECAFIR SL,B58309204,Serveis,Actualització franges forestals,Menor,7200.0,8712.0,1
ECAS ENTITATS CATALANES D'ACCI,G63228720,Serveis,Col·laboració Jurat Premi Montserrat Roig 2020,Menor A Genèrica,500.0,605.0,1
ECGN MOON CONSULTORIA SL,B66450032,Serveis,Desenvolupament Marc Comú Igualtat Serveis Neteja,Menor,14350.0,17363.5,1
ECO ECOCIVIL ELECTROMUR GE SL,B73089542,Obres,Millores de Climatització al C/Valencia 344,Menor,39483.65,47775.22,1
ECOAUTO SERVICIOS CARROCEROS,B64090236,Serveis,Reparacions correctives específiques vehicles GUB,Menor,8264.46,10000.0,1
"ECOGESA XXI, S.L.",B61933396,Serveis,Assistència Tecnica ISO 9001 COM-Protocol,Obert simplificat,6600.0,7986.0,1
ECOINSTITUT SCCL,F65022683,Serveis,Estudi brossa i recollida selectiva,Menor,8160.0,9873.6,1
"ECOMANT 2005, SL",B63836555,Obres,OBRES RENOVACIÓ VORAVIA BANDA MAR DE CARRER TÒQUIO,Menor,39325.94,47584.39,1
ECOPAYNET SERVICES & SOLUTIONS,B66664616,Serveis,llicències ùs plataforma pagament pdas GUB,Menor,14040.0,16988.4,1
ECOSERVEIS,G60037348,Serveis,Gestió del Programa educatiu Carrega't d'Energia,Obert simplificat,15750.0,19057.5,1
"ECOTAXI BARCELONA, SL",B65837320,Serveis,Contractació derivada servei de taxi Ajuntament,Basat en Acord Marc,54545.46,60000.01,1
ECOYMA SA,A58938549,Serveis,Serv.Rep.Mat. i revisions i informes oficials GSP,Menor A Genèrica,164.49,199.03,3
ECSA ENGINYERIA SLP,B66939778,Serveis, Redacc. Memòr. valorada 25 noves àrees DUM Raval,Menor,4900.0,5929.0,1
EDEN SPRINGS ESPAÑA SA,A62247879,Subministraments,Petit Mant i reparacions CAACB i colonies,Menor A Genèrica,207.0,250.5,6
EDICIO DE PREMSA PERIODICA ARA,B65258261,Privat d'Administració Pública,Subscripcions corporatives Ara 2021,Menor,23891.55,24847.21,1
EDICIONES DEUSTO SA,A48028930,Subministraments,COMPRA MOTXILLES INSPECTORS,Menor,5583.47,6756.0,1
"EDICIONES EL PAIS, SL",B85635910,Privat d'Administració Pública,Subscripcions País i Cinco Días 2021,Menor,21215.08,21840.0,1
EDICIONES FRANCIS LEFEBVRE,A79216651,Privat d'Administració Pública,Subscripcions base de dades LefebvreElDerecho 2021,Menor,6833.83,8268.93,1
EDICIONES PROFESIONALES DE LA,B63664544,Privat d'Administració Pública,Subscripcions revistes corporatives (2) 2021,Menor A Genèrica,160.5,166.92,1
EDICIONES REUNIDAS,A08435497,Serveis,Disseny gràfic i comunic. campanya adopció animals,Menor,8886.0,10752.06,1
EDICIONS CLARIANA SL,B65474843,Privat d'Administració Pública,Encàrrec d'obra i drets Periodisme en temps d'espe,Negociat sense publicitat,24500.0,29645.0,1
EDICIONS DEL NUVOL,B66917048,Serveis,COORDINACIO PLEC DE CULTURA REVISTA BM,Menor,5760.0,6969.6,1
"EDICIONS SIDERALS, S.L.",B01961358,Privat d'Administració Pública,COEDICIÓ LLIBRE POESIA EN FORMA DE ROSA ED SIDERAL,Negociat sense publicitat,7000.0,7798.0,1
"EDICOGIR, SL",B55339881,Obres,Obres instal·l xarxa seguretat CCP Sagrada Familia,Menor,23502.92,28438.53,1
"EDITORIAL ARANZADI, S.A. (SOC.",A81962201,Privat d'Administració Pública,Subscripcions base de dades Aranzadi 2021,Menor,59176.94,70053.16,1
EDITORIAL TIRANT LO BLANCH S L,B46091179,Privat d'Administració Pública,Subscripció base de dades Tirantonline 2021,Menor,2225.0,2692.25,1
EDU BARCELONA DISENY URBA SL,B61607487,Subministraments,Subministrament de jocs infantils pl. Poble Romaní,Menor,14743.92,17840.14,1
"EDUSCOPI, SL",B66524836,Serveis,Despeses derivades de producció de la Biennal,Menor A Genèrica,1600.0,1936.0,1
EDUVIC SCCL,F60709896,Serveis,Elaboració model d'intervenció i prova pilot,Menor,14850.0,14850.0,1
EGARANTE S.L.,B86669819,Serveis,Serveis certificació pàgines web,Menor,672.0,813.12,1
EGARSAT PREVENCIÓ,B64734528,Serveis,Investigació possible situació conflicte laboral,Menor,1750.0,2117.5,1
"EGARTOP, S.L.",B67075887,Obres,"MV, DF I CSS ACTUACIONS GRACIA I SANT MARTI",Menor,13151.45,15913.25,1
EGUIBASO S.L.,B95969911,Subministraments,Subm. equips i eines assistències i rescats SPEIS,Menor A Genèrica,141.52,171.24,1
"EGUISOF, S.L.",B61150470,Serveis,"Veterinaris, prod.farma, estades,ferrament cavalls",Obert,171064.0,206987.44,1
EI! CASC ANTIC (ESPAI INCLUSIÓ,G58673807,Serveis,Servei Punt Suport informàtic Casc Antic,Menor,12407.2,12407.2,1
EIFFAGE ENERGIA SL,B02272490,Obres,Obres estalvi energètic edifici UT. Guàrdia Urbana,Menor,39865.0,48236.65,1
EIKONOS S.A.,A08948846,Serveis,assistència tècnica i tecnologia,Menor,10300.91,12464.1,1
EKONA SCCL,F66807264,Serveis,DINAMITZACIÓ ECONÒMICA DE PROXIMITAT,Menor A Genèrica,1239.67,1500.0,1
"EL CATERING DE LA BIBI, SL",B61733713,Serveis,Aperitiu de Nadal Districte Sant Andreu,Menor,3040.0,3344.0,1
"EL CORTE INGLES, S.A.",A28017895,Serveis,Protocol·lari DS Persones i Territori,Menor A Genèrica,1238.25,1362.0700000000002,2
EL DESPERTADOR SL,B66610791,Serveis,Sessions de coaching sistèmic pels Adfs,Menor,1850.0,1890.0,1
EL GLOBUS VERMELL AACC DIV.ARQ,G65943854,Serveis,Serveis per festes i actes puntuals no recurrents,Menor A Genèrica,691.0,836.11,1
"EL GUATEQUE, AGENCIA DE",B66694886,Serveis,Acte presentació dades EJOB2020,Menor,14600.0,17666.0,1
"EL MUNDO DEPORTIVO, SA",A59114082,Privat d'Administració Pública,Subscripcions Mundo deportivo 2021,Menor,711.35,739.8,1
EL PERIODICO DE CATALUNYA SLU,B66485343,Privat d'Administració Pública,Subscripcions Periódico 2021,Menor,30676.07,31903.11,1
"EL PICCOLO CIRKUS, SCCL",F63039978,Serveis,Festes i actes puntuals i no recurrents DSPiT,Menor A Genèrica,950.0,1149.5,1
EL XIRINGUITO PRODUCCIÓ TÈCNIC,B64825805,Serveis,Despeses derivades de producció de la Biennal,Menor A Genèrica,700.0,847.0,1
ELABTOXX S.L.,B67283226,Serveis,Serveis aux. vinculats a activ. puntuals Districte,Menor A Genèrica,760.0,919.6,1
ELECNOR SA,A48027056,Serveis,Ampliació de lloc d'operacions de CCTV a UT2,Menor,3282.44,3971.75,1
ELECNOR SEGURIDAD SL,B83680132,Serveis,Mant. càmeres videovigilànciaseguretat pública-SCC,Obert,200484.76,242586.56,1
ELECNOR SERVICIOS Y PROYECTOS,A79486833,Obres,Obres instal·lació recàrrega vehicles elèctrics,Obert simplificat,68857.8,83317.94,1
ELECTRA SERVEIS INTEGRALS 2007,B64636475,Obres,Obres d’il·luminació de l’Espai Cultural MACOSA,Menor,25835.49,31260.94,1
"ELECTRO ACUSTICA CONDAL, S.A.",A08866592,Serveis,7 sessions de retransmissió en línia,Menor,3619.0,4378.99,1
ELECTRO NORMA S.A.,A08097693,Subministraments,Compra equipament No homologat,Menor A Genèrica,307.44,372.0,1
"ELECTRO-BASANT, S.A.",A08912313,Subministraments,Subministrament cafetera per a la gerència,Menor,70.25,85.0,1
ELECTROMEDICIONES KAINOS SA,A08101073,Serveis,MANTENIMENT I REPARACIÓ EQUIPS QUALITAT AMIBIENTAL,Menor A Genèrica,487.0,589.27,1
ELECTRONICS TECHNOLOGIES PLAST,B61059325,Subministraments,Sub. broquets per als alcoholímetres i etilòmetres,Menor,4149.0,5020.29,1
EME KOMUNIKAZIOA,G95628558,Privat d'Administració Pública,Subscripcions revistes Gerències i Districtes 2021,Menor A Genèrica,48.08,50.0,1
"EMILIO DOMENECH MIRABET, SA",A08718272,Subministraments,Compra de SOBRES,Basat en Acord Marc,5267.68,6373.88,6
"EMILIO SEGARRA, SA",A08874661,Serveis,material oficina no homologat,Menor A Genèrica,809.4399999999999,979.4200000000001,2
EMMA-ENVIRONMENTAL MONITORING,B02874295,Serveis,Gestió d'atencions protocol·làries actes SPiT,Menor A Genèrica,1800.0,2178.0,1
EMPRESA SERVICIOS PROM.PUBLIC.,B58624180,Subministraments,Submin. kits robatoris Grup Platges GUB,Menor,7490.7,9063.75,1
"EN ANTENA PRODUCCIONS, SL",B62608229,Serveis,Emissions en streaming Ràdio Gràcia,Menor,2280.0,2758.8,1
"ENCUADERNADORA RAPID, S.C.C.L.",F62243597,Serveis,Enquadernació llibre registre,Menor,128.0,154.88,1
ENDATA SL,B60907227,Serveis,Servei de reparacions i revisions equips i inst.,Menor A Genèrica,584.8,707.61,1
"ENDERMAR, SL",B60936549,Serveis,ACTIVIT PUNTUALS ESDEVENIMENTS PROMOCIÓ ECONÒMICA,Menor A Genèrica,330.0,363.0,1
ENDERROCS I ABOCAMENTS SL,B61865457,Obres,ADEQUACIO NOVES PARADES BUS A LA DIAGONAL,Menor,35935.23,43481.63,1
ENERPRO SL,B63211569,Serveis,SEGURETAT SAIER - POSA,Obert simplificat abreujat,23107.5,27960.08,1
ENGINYERIA EMSER SL,B62724372,Obres,Obres substitució unitat ventilació ed.C. Ciutat 3,Menor,4728.89,5721.96,1
"ENGINYERIA, MUNTATGE I EQUIPAM",B60757192,Serveis,Manteniment repara. equips i altres béns sing.,Menor A Genèrica,592.1500000000001,716.5,4
"ENGRUNES, RECUPERACIÓ, SLU",B64200264,Serveis,CONSERGERIA SEU DEL DISTRICTE MARÇ 2021,Menor,2392.0,2894.32,1
ENRIC ROVIRA S.L.,B60386372,Serveis,Despeses atencions protocol.àries Ciència,Menor A Genèrica,902.16,992.38,1
"ENTORNO DIGITAL, S.A.",A61397212,Serveis,Despeses menor quantia actes puntuals Comerç,Menor A Genèrica,150.0,181.5,1
ENVEL EUROPA SA,A25422015,Subministraments,Compra de SOBRES,Basat en Acord Marc,1316.3,1592.73,5
EPIM SCP,J65660680,Serveis,Servei comptatge vehicles,Menor,9820.0,11882.2,1
EQUALES ITC SL,B66172065,Serveis,Project management SIDS,Menor,14844.17,17961.45,1
"EQUIHEALTH VETERINARIOS , SL",B64171622,Serveis,Asisst veterinària i altres a cavalls i gossos GUB,Menor,8264.46,10000.0,1
EQUIP.I COMPLEMENTS HOSTALERIA,B65079600,Subministraments,Submin.i instal.mòdul provisional cuina PB Llevant,Menor,3940.0,4767.4,1
"EQUIPO SINGULAR, SL",B61009015,Serveis,Actes puntuals novembre-desembre 2021,Menor A Genèrica,2412.39,2918.99,1
EQUUS LIFE S.L.,B65382780,Obres,Adequació box cavall i reparació pista U.Muntada,Menor,6576.49,7957.55,1
